ACCE_ABSORB_COST	Costo dell'assorbimento: %d
TOOLTIP_APPLY_REFLECT_CURSE	Possibilità di riflettere maledizione: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	Possibilità di riflettere un attacco corporale: %d%%	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Possibilità di difesa dai ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Difesa campana %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Difesa artigli +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Difesa pugnale %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Difesa ventaglio %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Resistenza ai Mezziuomini %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Resistenza alla caduta +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Possibilità di difesa dagli shamani %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Possibilità di difesa dai sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Difesa spada %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Difesa spadone %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Possibilità di difesa dai guerrieri %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Resistenza vento %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Possibilità di difesa dai lican %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Possibilità di imparare dai libri migliorata di fattore 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Se l'apprendimento fallisce, hai a disposizione subito un altro tentativo.	SNA
TOOLTIP_APPLY_SLOW_PCT	Probabilità di rallentamento: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% di danni assorbiti da HP.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% di danni assorbiti da MP.	SA
TOOLTIP_APPLY_STUN_PCT	Probabilità di svenimento: %d%%	SA
TOOLTIP_ARMOR	Armatura
TOOLTIP_ARROW	Freccia
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% forte contro Rocce Metin	SA
TOOLTIP_ATT_GRADE	Valore d'attacco +%d	SA
TOOLTIP_ATT_SPEED	Velocità d'attacco +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Velocità di attacco ridotta	SNA
TOOLTIP_AUTO_POTION_HP	Elisir del Sole
TOOLTIP_AUTO_POTION_REST	Quantità rimasta: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elisir della Luna
TOOLTIP_AUTO_POTION_USING	Attivo
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Autocaccia	SNA
TOOLTIP_BATTLE_POTION	Pozione da battaglia per la zona di combattimento	SNA
TOOLTIP_BOW_DISTANCE	Raggio d'azione dell'arco +%dm	SA
TOOLTIP_BUYPRICE	Prezzo: %s
TOOLTIP_CAST_SPEED	Velocità della magia +%d%%	SA
TOOLTIP_CON	Vitalità  +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costume %d%% 	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Assorbe %d%% di danno come HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Assorbe %d%% di danno come MP	SA
TOOLTIP_DEF_GRADE	Difesa +%d	SA
TOOLTIP_DEX	Destrezza +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Cielo	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Terra	SNA
TOOLTIP_DS_SET	Effetto set DSS	SNA
TOOLTIP_EAR	Orecchino
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	Ecc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5° bonus aggiunto +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1° bonus aggiunto +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Punti: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Livello: %d
TOOLTIP_FISHINGROD_UPGRADE1	Consegnare al pescatore
TOOLTIP_FISHINGROD_UPGRADE2	per ottenere una migliore
TOOLTIP_FISHINGROD_UPGRADE3	canna da pesca
TOOLTIP_FISH_LEN	Lunghezza: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4° bonus aggiunto +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Accelerazione +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Benedizione del Dio Drago +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sangue del Dio Drago +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Rabbia del Dio Drago +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Aiuto della magia +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armatura benedetta +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% di EXP | +5% di drop di item | +10% di forte contro mostri	SNA
TOOLTIP_HELMET	Elmo
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Forza dell'oscurità per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Forza della terra per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Forza del fulmine per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Forza del fuoco per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Forza del ghiaccio per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Forza del vento per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Resistenza vs. Oscurità per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Resistenza terra per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Resistenza lampo per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Resistenza fuoco per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Resistenza ghiaccio per %d sec. in battaglia	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Resistenza vento per %d sec. in battaglia	SA
TOOLTIP_HP_REGEN	Rigenerazione HP +%d%%	SA
TOOLTIP_INT	Intelligenza +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER	Valore d'attacco %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valore d'attacco %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valore d'attacco %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Velocità d'attacco %s
TOOLTIP_ITEM_DEF_GRADE	Difesa %d
TOOLTIP_ITEM_FAST	Veloce
TOOLTIP_ITEM_LIMIT_CON	Valore massimo vitalità: %d
TOOLTIP_ITEM_LIMIT_DEX	Valore massimo destrezza: %d
TOOLTIP_ITEM_LIMIT_INT	Valore massimo intelligenza: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Da liv: %d
TOOLTIP_ITEM_LIMIT_STR	Valore massimo forza: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valore attacco magico %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valore attacco magico %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Difesa magica %d
TOOLTIP_ITEM_NORMAL	Normale
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Molto veloce
TOOLTIP_ITEM_VERY_SLOW	Molto lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipaggiabile ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numero fortuna: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Attacco magico +%d%% 	SA
TOOLTIP_MAGIC_ATT_GRADE	Valore d'attacco magico +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Difesa magica +%d	SA
TOOLTIP_MALL_ATTBONUS	Valore d'attacco +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valore d'attacco	SNA
TOOLTIP_MALL_AUTOLOOT	Drop di Yang vengono raccolti automaticamete.	SNA
TOOLTIP_MALL_DEFBONUS	Difesa +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Difesa 	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% in più EXP	SNA
TOOLTIP_MALL_FISH_MIND	La possibilità di catturare un pesce è aumentata.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilità di drop di Yang incrementata (%d%%)	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doppia probabilità di drop di Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilità di drop di oggetti incrementata (%d%%)	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Possibilità di razziare oggetti "+" %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilità di drop di oggetti incrementata del 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punti amore aumentano più veocemente.	SNA
TOOLTIP_MALL_SAFEBOX	Più spazio a disposizione nel magazzino.	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. resistenza +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Attacco/magico Attacco/corpo a corpo +%d%% 	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-ERRORE(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Se hai più del 90%% di HP, il danno subito diminuisce (-%d%%).	SA
TOOLTIP_MOV_SPEED	Velocità movimento %d%%	SA
TOOLTIP_NECK	Collana
TOOLTIP_NEED_ALL_SP	MP necessari: Max.
TOOLTIP_NEED_GSP	Spirito del drago necessario: %d
TOOLTIP_NEED_HP	HP necessari: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Punti abilità necessari:
TOOLTIP_NEED_SP	MP necessari: %d
TOOLTIP_NEED_SP_PER_SEC	MP / Sec.:%d
TOOLTIP_NEXT_SKILL_LEVEL_1	Prossimo livello: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Prossimo livello: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Probabilità blocco danni da attacco: %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Danni da attacco contro boss: +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistenza ai danni medi %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Danni da attacco da boss: -%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Più di %d membri del gruppo
TOOLTIP_PARTY_INFO_GRADE_UP2	Grado d'attacco +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Grado di difesa +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Ripristinare una volta in 60 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Ripristinare una volta in 30 minuti gli HP/MP di tutti i membri del gruppo.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Devi aspettare 3 minuti dopo la morte del membro del gruppo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Puoi richiamare in ogni momento i membri del gruppo che sono sul server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Grado d'attacco +(Numero dei membri/2) %d attaccanti possono essere scelti.
TOOLTIP_PARTY_INFO_SET_TANKER	Grado di difesa +(Numero dei membri del gruppo).  Può essere scelto lottatore corpo a corpo 1.
TOOLTIP_PARTY_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attacco/Difesa migliorata]
TOOLTIP_PARTY_TITLE_HEAL	[Ripristina]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Per più di %d membri del gruppo c'è un Bonus EXP %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Richiama]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[scegli attaccante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[annota lottatore corpo a corpo]
TOOLTIP_PEPSI_EVENT	5% in più di bonus EXP e 5% in più di probabilità di razziare oggetti.	SNA
TOOLTIP_PICK_EXP	Punti: %d / %d
TOOLTIP_PICK_LEVEL	Livello: %d
TOOLTIP_PICK_UPGRADE1	Consegnalo al boscaiolo
TOOLTIP_PICK_UPGRADE2	per ottenere
TOOLTIP_PICK_UPGRADE3	un piccone migliore.
TOOLTIP_POTION_CURE	Annullare effetto negativo.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Velocità d'attacco: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATT. MOSTRO: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATT: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATT: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DIF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RESISTENZA DANNI: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Velocità di movimento: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RESISTENZA OSCURITÀ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RESISTENZA TERRA: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	RESISTENZA GHIACCIO: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RESISTENZA MAGIA: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	FORTE: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata:
TOOLTIP_PVP_TOURNAMENT_ENTER	Partecipazione al torneo PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP torneo PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Devi aver raggiunto livello 21
TOOLTIP_REQUIREMENT_41_LEVEL	Devi aver raggiunto livello 41
TOOLTIP_REQUIREMENT_LEVEL	Devi aver raggiunto livello %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Livello %d necessario
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necessario
TOOLTIP_RESIST_BOW	Difesa frecce %d%%	SA
TOOLTIP_RESIST_DARK	Resistenza contro l'oscurità +%d%% 	SA
TOOLTIP_RESIST_EARTH	Resistenza terra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistenza lampo %d%%	SA
TOOLTIP_RESIST_FIRE	Resistenza fuoco %d%%	SA
TOOLTIP_RESIST_ICE	Resistenza ghiaccio +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistenza magia %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Anti-magia del seguente valore: %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Rimane: %d
TOOLTIP_SEALED	Legato all'anima
TOOLTIP_SEASON_PVE_BUFF	Aumenta i danni PvE dell'80% per 10 minuti.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Aumenta i punti karma del 20% per 10 minuti.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2° bonus aggiunto +%d%%	SA
TOOLTIP_SELLPRICE	Prezzo %s
TOOLTIP_SET_ITEM	Bonus del Set	SNA
TOOLTIP_SHAMAN	Shamana
TOOLTIP_SHIELD	Scudo
TOOLTIP_SHOES	Scarpe
TOOLTIP_SKILL	Abilità	SNA
TOOLTIP_SKILLBOOK_NAME	Libro dell'abilità
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valore d'attacco: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valore d'attacco:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Velocità d'attacco: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Difesa:
TOOLTIP_SKILL_AFFECT_DODGE	Valore d'attacco avversario: -
TOOLTIP_SKILL_AFFECT_HEAL	ripristinare HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Velocità di movimento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Possibilità di riflettere un attacco corporale:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistenza ai danni corporali:
TOOLTIP_SKILL_COOL_TIME	Tempo di ricarica: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Danni da Tranello +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Danni da Talismano volante +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Danni abilità %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Danni abilità contro boss +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Danni da Evocare i lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Danni da Artiglio di lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Danni da Vortice del pugnale +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Danni da Dilania +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Danni da Colpo di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Danni da Penetrazione +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Danni da Freccia avvelenata +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Danni da Salto del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Danni da Attacco lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Danni da Colpo potente +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Danni da Freccia di fuoco +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Danni da Colpo di fiamma +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Danni da Pioggia di frecce +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Danni da Pietra oscura +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Danni da Colpo oscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Danni da Lancio di lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Danni da Annullamento magia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Danni da Ruggito del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Danni da Vortice di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Danni da Artiglio di lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Danni da Respiro del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Danni da Taglio a tre vie +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Danni da Nuvola velenosa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Danni da Schiocco di dita +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Danni da Sibilare +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Danni da Tiro ripetuto +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Danni da Tiro del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Danni da Vortice del drago +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistenza contro i danni abilità %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Danni abilità da boss -%d%%	SA
TOOLTIP_SKILL_DURATION	Durata: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Durata Camuffamento +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Durata Aura della spada +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Durata di Passo piumato +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Durata Anima lupo purpureo +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Libro dell'amnesia
TOOLTIP_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_SKILL_LEVEL_MASTER	Livello attuale: %d (Maestro)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Livello attuale: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Vuoto
TOOLTIP_SOCKET_REFINABLE_ITEM	[Oggetto con montatura]
TOOLTIP_SP_REGEN	Rigenerazione MP +%d%%	SA
TOOLTIP_STR	Forza +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3° bonus aggiunto +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Tempo di ricarica %d sec. 	SA
TOOLTIP_TIME_CHARGER_PER	Tempo di ricarica %d%% 	SA
TOOLTIP_UNIQUE	Unico
TOOLTIP_UNSEAL_LEFT_TIME	Slegamento dall'anima tra: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Assorbi %d%% HP utilizzando Tranello	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Talismano volante: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Talismano volante: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Assorbi max. %d%% HP utilizzando Evocare i lampi	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Assorbi %d%% HP utilizzando Artiglio di lampo	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Vortice del pugnale stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Aumenti chance di attacco critico per %d sec. utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Assorbi %d%% HP utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Aumenti Velocità di movimento per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Corpo forte	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Colpo di spada: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Colpo di spada: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Aiuto del drago	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Penetrazione stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Freccia avvelenata	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Volontà di vivere	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Salto del lupo respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Salto del lupo stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Attacco lampo: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Attacco lampo: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus difesa per %d sec. utilizzando Lama incantata	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Colpo potente respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus difesa per %d sec. utilizzando Benedizione	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Colpo di fiamma respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus difesa per %d sec. utilizzando Anima del lupo purpureo	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Cura	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus difesa per %d sec. utilizzando Attacco+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Pioggia di frecce respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Pioggia di frecce: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Pioggia di frecce: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Pietra oscura stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Protezione oscura	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Colpo oscuro: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Colpo oscuro: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Spirito della fiamma	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Orb della spada	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Lancio di lampi: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Lancio di lampi: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Annullamento magia stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Assorbi %d%% HP utilizzando Ruggito del drago	SA
